idHh,idBu,idPers,idPartner,idMother,idFather,statCollectionWave,demMaleFlag,demAge,demNChild0to2,demNChild,eduSpellFlag,eduHighestC3,eduHighestC4,eduExitSampleFlag,healthDsblLongtermFlag,healthSelfRated,yEmpPersGrossMonth,yNonBenPersGrossMonth,yMiscPersGrossMonth,demPartnerNYear,demAgePartnerDiff,yPersAndPartnerGrossDiffMonth,eduReturnFlag,eduHighestMotherC3,eduHighestFatherC3,statInterviewYear,healthWbScore0to36,scghq2_dv,labHrsWorkWeek,labHrsWorkWeekL1,labC4,healthPsyDstrss0to12,demAdultChildFlag,labWageHrly,labWageHrlyL1,wealthOPMembers,wealthPPMembers,careNeedFlag,careHrsFormal,careHrsInformal,careFormalX,careHrsProvidedWeek,yBenReceivedFlag,yBenNonUCReceivedFlag,yBenUCReceivedFlag,yCapitalPersMonth,yPensPersGrossMonth,healthMentalMcs,healthPhysicalPcs,healthMentalPartnerMcs,healthPhysicalPartnerPcs,demLifeSatScore0to10,demEthnC4,demEthnC6,labUnempFlag,yFinDstrssFlag,labEmpNyear,demRgn,yHhQuintilesMonthC5,wealthPrptyFlag,wgtHhCross,wealthTotValue,wealthPensValue,wealthPrptyValue,wealthMortgageDebtValue,yDispMonth
9134,11274,20336,20337,-9,-9,1,0,61,0,1,0,2,2,-9,0,2,7.9812474,8.0114365,0,32,1,-6.7047091,0,3,3,2019,24,8,37,47,1,8,0,9.5045166,9.5045166,1,0,0,0,0,0,0,1,1,0,0,0,32.13,50.27,51,48,5,3,4,0,1,8,4,4,0,802,193192.3,168673.59,128100.56,0,2852.9634
9134,11274,20337,20336,-9,-9,1,1,60,0,1,0,2,2,-9,0,3,8.3002281,7.933619,0,7,-1,-5.5815296,0,3,3,2019,10,0,42,42,1,1,0,9.7322092,9.7322092,1,0,0,0,0,0,0,1,1,0,0,0,51,48,32.13,50.27,7,3,4,0,0,8,4,4,0,802,193192.3,168673.59,128100.56,0,2852.9634
9134,11275,20338,-9,20336,20337,1,1,25,0,1,0,2,2,0,0,2,0,0,0,0,0,-939.65424,-9,3,3,2019,15,6,0,0,2,6,1,0,0,0,0,0,0,0,0,0,1,1,0,1.0835457,0,51.22,26.89,-9,-9,5,3,4,0,0,3,4,1,0,770,-31192.404,0,0,0,-494.38989
9134,11276,20339,-9,20336,20337,1,1,23,0,1,0,2,2,-9,0,2,8.0675735,8.1456194,0,0,0,-1009.8938,-9,2,2,2019,14,3,48,0,1,3,1,6.3120298,6.3120298,0,0,0,0,0,0,0,1,1,0,.51806867,0,47.7,38.2,-9,-9,6.666666666666667,3,4,0,0,1,4,4,0,195,158021.5,0,144817.23,107220.09,1451.1957
9134,11277,20340,-9,20341,-9,1,0,5,0,1,1,3,0,-9,0,4,0,0,0,0,0,-953.31934,-9,2,-9,2019,12,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,44,60,-9,-9,7,3,4,-9,0,0,4,3,0,1900.5,-179619.78,60159.172,0,0,816.9635
9134,11277,20341,-9,20336,20337,1,0,26,0,1,0,2,2,1,0,3,7.701776,7.5735583,0,0,0,-1064.0955,-9,2,2,2019,19,5,90,0,1,5,1,2.604387,2.604387,1,0,0,0,0,0,0,1,1,0,0,0,46.31,50.42,-9,-9,5,3,4,0,0,7,4,3,0,1900.5,-179619.78,60159.172,0,0,816.9635
9134,11278,20342,-9,20336,20337,1,0,21,0,1,0,2,2,1,0,4,7.882123,7.9285059,0,0,0,-1013.9797,-9,2,2,2019,11,0,35,0,1,0,1,9.0109396,9.0109396,1,0,0,0,0,0,0,1,1,0,0,0,62.49,55.09,-9,-9,8.333333333333334,3,4,0,0,2,4,3,0,150,69193.539,65089.699,0,0,1689.3337
9135,11279,20343,20344,-9,-9,1,0,64,0,0,0,3,3,-9,0,4,8.0582266,8.0670052,0,48,-7,-21.208031,0,3,3,2019,14,3,38,38,1,3,0,7.5830112,7.5830112,1,0,0,0,0,0,0,1,1,0,0,0,40.96,61.14,54.93,39.95,8.333333333333334,1,1,0,0,12,7,3,1,909,358964.78,317353.56,0,0,2470.3447
9135,11279,20344,20343,-9,-9,1,1,71,0,0,0,3,3,-9,0,2,0,6.6562133,6.7280307,48,7,-214.63341,0,3,-9,2019,14,1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,6.1401296,6.2514129,54.93,39.95,40.96,61.14,8.333333333333334,1,1,0,0,5,7,3,1,909,358964.78,317353.56,0,0,2470.3447
9136,11280,20345,-9,-9,-9,1,0,50,0,0,0,2,2,-9,0,3,8.1863565,8.307107,0,0,0,-846.78448,0,2,2,2019,20,6,38,38,1,6,0,7.9659538,7.9659538,1,0,0,0,0,0,0,0,0,0,.95342618,0,49.53,43.39,-9,-9,3.333333333333333,1,1,0,0,9,5,4,1,351,415136.66,170653.39,170890.23,0,1715.053
9137,11281,20346,20347,-9,-9,1,0,41,0,0,0,2,2,-9,0,2,7.3119245,7.251668,0,1,-4,-36.876137,0,-9,-9,2019,23,10,22,0,1,10,0,6.9301238,6.9301238,0,0,0,0,0,0,0,0,0,0,0,0,32.38,47.75,52,55,1.666666666666667,1,1,0,0,8,7,3,0,332,-7554.1382,0,0,0,1525.8923
9137,11281,20347,20346,-9,-9,1,1,45,0,0,0,1,1,-9,0,4,7.4434276,7.2954221,0,1,4,88.848419,-9,-9,-9,2019,9,0,44,0,1,1,0,3.583478,3.583478,0,0,0,0,0,0,0,0,0,0,0,0,52,55,32.38,47.75,8,4,1,0,0,1,7,3,0,332,-7554.1382,0,0,0,1525.8923
9138,11282,20348,-9,-9,-9,1,1,61,0,1,0,1,1,-9,0,2,0,7.7208853,7.5656157,0,0,-912.14349,0,-9,-9,2019,16,4,0,0,4,4,0,0,0,0,0,0,0,0,0,7,1,1,0,0,8.0803957,30.01,55.49,-9,-9,5,2,3,0,0,2,8,3,1,202,807102.69,431533.41,213890.27,0,1165.1874
9139,11283,20349,-9,20351,20350,1,1,7,0,2,1,3,0,-9,0,4,0,0,0,0,0,-947.93909,-9,2,-9,2019,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,47,60,-9,-9,7,1,1,-9,0,0,9,3,0,878,433944.56,339.4032,332697.75,0,2564.6584
9139,11283,20350,20351,-9,-9,1,1,47,0,2,0,2,2,-9,0,4,8.217988,8.3905878,0,1,11,42.464275,-9,-9,-9,2019,9,0,60,0,1,1,0,7.3087635,7.3087635,0,0,0,0,0,0,0,1,1,0,0,0,53,55,14.32,70.60000000000001,8,4,1,0,0,1,9,3,0,878,433944.56,339.4032,332697.75,0,2564.6584
9139,11283,20351,20350,-9,-9,1,0,36,0,2,0,2,2,-9,1,4,0,5.8037753,5.6679721,1,-11,-11.91847,0,2,2,2019,30,12,0,0,3,12,0,0,0,0,0,0,0,0,0,42,1,1,0,5.2052431,0,14.32,70.60000000000001,53,55,1.666666666666667,1,1,0,0,0,9,3,0,878,433944.56,339.4032,332697.75,0,2564.6584
9139,11283,20352,-9,20351,20350,1,1,6,0,2,1,3,0,-9,0,4,0,0,0,0,0,-848.92188,-9,2,-9,2019,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,46,60,-9,-9,7,1,1,-9,0,0,9,3,0,878,433944.56,339.4032,332697.75,0,2564.6584
9140,11284,20353,20354,-9,-9,1,1,44,0,0,0,2,2,-9,0,3,8.7278223,8.3493128,0,10,5,-11.095543,0,2,2,2019,12,0,50,40,1,0,0,14.587428,14.587428,1,0,0,0,0,0,0,0,0,0,0,0,58.32,50.22,48.12,42.71,8.333333333333334,1,1,0,0,11,9,5,1,2096,320475.44,219636.09,305712.75,182372.31,3970.5518
9140,11284,20354,20353,-9,-9,1,0,39,0,0,0,2,2,-9,0,3,8.7563887,8.6840277,0,10,-5,-84.988083,0,-9,-9,2019,11,0,50,41,1,0,0,11.778749,11.778749,1,0,0,0,0,0,0,0,0,0,0,0,48.12,42.71,58.32,50.22,8.333333333333334,1,1,0,0,12,9,5,1,2096,320475.44,219636.09,305712.75,182372.31,3970.5518
9141,11285,20355,20358,-9,-9,1,0,48,0,2,0,2,2,-9,0,4,8.112174,8.1468849,0,22,-5,-85.411034,0,3,3,2019,11,0,40,41,1,0,0,10.198711,10.198711,0,0,0,0,0,0,2,1,1,0,0,0,45.26,56.19,54.96,53.17,10,1,1,0,0,9,6,4,1,1237.75,282877.47,64486.352,166158.91,0,2726.6382
9141,11285,20356,-9,20355,20358,1,1,15,0,2,1,3,0,-9,0,5,0,0,0,0,0,-982.66156,-9,2,3,2019,9,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,50,62,-9,-9,8,1,1,-9,0,0,6,4,1,1237.75,282877.47,64486.352,166158.91,0,2726.6382
9141,11285,20357,-9,20355,20358,1,0,13,0,2,1,3,0,-9,0,3,0,0,0,0,0,-870.62183,-9,2,3,2019,14,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,42,54,-9,-9,6,1,1,-9,0,0,6,4,1,1237.75,282877.47,64486.352,166158.91,0,2726.6382
9141,11285,20358,20355,-9,-9,1,1,53,0,2,0,3,3,-9,0,3,7.7986236,7.8479528,0,22,5,42.458138,0,2,2,2019,8,0,45,44,1,0,0,7.8179994,7.8179994,0,0,0,0,0,0,0,1,1,0,0,0,54.96,53.17,45.26,56.19,5,1,1,0,0,9,6,4,1,1237.75,282877.47,64486.352,166158.91,0,2726.6382
9142,11286,20359,20360,-9,-9,1,1,89,0,0,0,3,3,-9,0,3,0,0,0,9,17,-23.089203,-9,3,3,2019,15,4,0,0,4,4,0,0,0,0,0,1,0,57.515907,0,0,1,1,0,5.8797035,0,53.96,26.92,43.72,17.96,8.333333333333334,1,1,0,1,9,11,2,0,419.5,245186.19,19134.979,157109.94,0,2345.2778
9142,11286,20360,20359,-9,-9,1,0,72,0,0,0,2,2,-9,0,1,0,5.9841909,6.0277724,9,-17,-4.1854043,0,3,1,2019,22,8,0,0,4,8,0,0,0,0,0,1,0,47.457756,0,71.5,1,1,0,2.2532227,5.8367281,43.72,17.96,53.96,26.92,3.333333333333333,1,1,0,1,0,11,2,0,419.5,245186.19,19134.979,157109.94,0,2345.2778
9142,11287,20361,-9,20360,20359,1,1,39,0,0,0,2,2,-9,1,3,0,0,0,0,0,-949.94727,-9,2,3,2019,14,2,0,0,3,2,0,0,0,0,0,0,0,0,0,71.5,1,1,0,0,0,33.43,59.21,-9,-9,3.333333333333333,1,1,0,1,7,11,1,0,425,68151.805,0,0,0,659.46698
9143,11288,20362,-9,-9,-9,1,0,67,0,0,0,2,2,-9,0,3,0,6.30971,6.1615233,0,0,-945.50592,0,2,2,2019,26,12,0,0,4,12,0,0,0,0,0,0,0,0,0,0,1,1,0,7.4292521,6.0082669,30.59,37.08,-9,-9,3.333333333333333,1,1,0,0,8,2,2,1,468,334444.09,148673.81,191500.06,0,1917.7821
9144,11289,20363,-9,-9,-9,1,0,67,0,0,0,2,2,-9,0,3,0,6.1911511,5.8881273,0,0,-1027.3507,0,3,2,2019,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.0101867,49.69,52.99,-9,-9,8.333333333333334,1,1,0,0,7,2,2,0,581,419496.81,312309.75,184538,0,581.87915
9145,11290,20364,20365,-9,-9,1,0,56,0,0,0,2,2,-9,0,4,7.99259,8.2569733,0,32,-5,-.13846521,-9,2,1,2019,14,2,18,0,1,2,0,20.567957,20.567957,0,0,0,0,0,0,0,0,0,0,6.307816,0,43.29,56.92,57.16,56.15,6.666666666666667,1,1,0,0,12,7,5,1,499,2096046,1107735,615362.56,0,3251.6157
9145,11290,20365,20364,-9,-9,1,1,61,0,0,0,1,1,-9,0,4,0,8.1016893,7.9301634,32,5,-.93508214,0,3,-9,2019,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9505398,8.3902893,57.16,56.15,43.29,56.92,10,1,1,0,0,9,7,5,1,499,2096046,1107735,615362.56,0,3251.6157
9145,11291,20366,-9,20364,20365,1,1,23,0,0,0,2,2,0,0,4,0,0,0,0,0,-979.1203,-9,2,1,2019,10,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7550991,0,47.55,57.73,-9,-9,8.333333333333334,1,1,0,0,5,7,1,1,810,-149120.22,0,0,0,-270.17682
9145,11292,20367,-9,20364,20365,1,1,21,0,0,0,2,2,-9,0,4,7.2702985,7.0208631,0,0,0,-941.09937,0,2,1,2019,12,1,23,30,1,1,1,8.9556303,8.9556303,0,0,0,0,0,0,0,0,0,0,0,0,29.23,64.78,-9,-9,1.666666666666667,1,1,0,0,3,7,3,1,923,-28704.357,-47560.355,0,0,992.52179
9146,11293,20368,20369,-9,-9,1,1,53,0,0,0,1,1,-9,0,3,8.3184814,8.2766294,0,4,11,-24.491812,0,-9,-9,2019,19,6,46,48,1,6,0,11.628174,11.628174,1,0,0,0,0,0,0,0,0,0,4.9895911,0,37.28,55.9,48.28,60.18,5,1,1,0,0,9,9,4,1,362.5,2365941.8,1758109.3,285496.59,0,2697.1433
9146,11293,20369,20368,-9,-9,1,0,42,0,0,0,2,2,-9,0,4,7.7502985,8.0018711,0,4,-11,-.61123919,0,3,3,2019,10,0,37,37,1,0,0,9.5309896,9.5309896,1,0,0,0,0,0,0,0,0,0,0,0,48.28,60.18,37.28,55.9,1.666666666666667,1,1,0,0,8,9,4,1,362.5,2365941.8,1758109.3,285496.59,0,2697.1433
9147,11294,20370,-9,-9,-9,1,0,82,0,0,0,2,2,-9,0,4,0,6.9601445,6.9279523,0,0,-889.56952,0,3,3,2019,7,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6.6320763,63.24,42.39,-9,-9,10,1,1,0,0,0,12,2,1,840,164117.66,61131.074,150804.27,0,1305.33
9147,11295,20371,-9,20370,-9,1,1,54,0,0,0,2,2,-9,0,4,9.0422955,9.0179157,0,0,0,-1024.4183,0,2,-9,2019,9,0,40,40,1,1,0,20.899736,20.899736,1,0,0,0,0,0,0,1,1,0,0,0,54,54,-9,-9,8,1,1,0,0,1,12,5,1,345,199220.23,288940.84,69114.367,47946.793,3252.064
9148,11296,20372,20373,-9,-9,1,1,40,0,1,0,1,1,-9,0,4,9.1111832,8.9526615,0,5,11,-89.445824,0,-9,-9,2019,7,0,42,42,1,0,0,22.823397,22.823397,2,0,0,0,0,0,0,1,1,0,1.6561013,0,57.16,56.15,46.5,58.26,8.333333333333334,1,1,0,0,7,12,5,1,723.66669,490806.78,255266.45,357612.34,130371.52,4406.0356
9148,11296,20373,20372,-9,-9,1,0,29,0,1,0,2,2,-9,0,4,8.0909414,8.0209246,0,5,-11,51.420444,0,-9,-9,2019,16,4,37,37,1,4,0,8.9798079,8.9798079,2,0,0,0,0,0,7,1,1,0,0,0,46.5,58.26,57.16,56.15,8.333333333333334,1,1,0,0,8,12,5,1,723.66669,490806.78,255266.45,357612.34,130371.52,4406.0356
9148,11296,20374,-9,20373,-9,1,0,10,0,1,1,3,0,-9,0,5,0,0,0,0,0,-976.71112,-9,2,-9,2019,11,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,47,62,-9,-9,7,1,1,-9,0,0,12,5,1,723.66669,490806.78,255266.45,357612.34,130371.52,4406.0356
9149,11297,20375,20376,-9,-9,1,1,53,0,0,0,2,2,-9,0,4,8.2568989,8.1198483,0,27,-1,54.336662,0,3,2,2019,11,1,55,10,1,1,0,7.8991661,7.8991661,2,0,0,0,0,0,2,0,0,0,0,0,57.16,56.15,60.02,56.42,8.333333333333334,1,1,0,0,8,11,4,1,474,1259763.3,934989.06,149167.13,0,2191.4346
9149,11297,20376,20375,-9,-9,1,0,54,0,0,0,2,2,-9,0,5,7.1809683,7.1053896,0,27,1,-59.468697,0,2,2,2019,7,0,22,0,1,0,0,6.8648071,6.8648071,2,0,0,0,0,0,14.5,0,0,0,0,0,60.02,56.42,57.16,56.15,10,1,1,0,0,11,11,4,1,474,1259763.3,934989.06,149167.13,0,2191.4346
9149,11298,20377,-9,20376,20375,1,0,21,0,0,0,2,2,-9,0,5,7.615911,7.8328319,0,0,0,-939.77551,0,2,2,2019,6,0,37,20,1,0,1,7.1948581,7.1948581,1,0,0,0,0,0,0,0,0,0,0,0,57.06,57.76,-9,-9,10,1,1,0,0,4,11,3,1,827,28657.072,-18605.096,0,0,1361.1946
9149,11299,20378,-9,20376,20375,1,0,18,0,0,1,2,0,0,0,5,0,0,0,0,0,-945.06598,-9,2,2,2019,10,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.1,59.11,-9,-9,8.333333333333334,1,1,0,0,2,11,1,1,418,2655.9265,0,0,0,52.669552
9150,11300,20379,20380,-9,-9,1,0,66,0,0,0,2,2,-9,0,3,0,7.8460226,7.4926991,44,3,-79.509018,0,3,3,2019,6,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5.0239635,7.537159,62.66,52.4,53.97,45.88,10,1,1,0,0,8,12,4,1,465,772667.13,81638.313,89944.688,0,3322.4719
9150,11300,20380,20379,-9,-9,1,1,63,0,0,0,2,2,-9,0,2,7.9022579,8.3623819,7.5853691,44,-3,81.792931,0,3,3,2019,11,0,36,36,1,0,0,9.7675657,9.7675657,0,1,0,0,0,0,0,1,1,0,0,7.2483773,53.97,45.88,62.66,52.4,8.333333333333334,1,1,0,0,11,12,4,1,465,772667.13,81638.313,89944.688,0,3322.4719
9151,11301,20381,-9,-9,-9,1,1,52,0,0,0,2,2,-9,0,3,7.8776283,7.9943638,0,0,0,-1053.7856,0,3,3,2019,8,0,56,48,1,0,0,5.9246464,5.9246464,0,1,0,0,0,0,0,1,1,0,1.9838123,0,53.37,45.61,-9,-9,6.666666666666667,1,1,0,0,8,7,4,1,1006,26431.775,-27459.637,0,0,1141.5232
9152,11302,20382,20383,-9,-9,1,0,73,0,0,0,2,2,-9,0,3,0,3.7838416,3.8565671,8,9,54.247871,0,2,2,2019,11,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.9347224,51,46,51,48,7,1,1,0,1,1,2,2,1,674,126368.4,0,0,0,945.52307
9152,11302,20383,20382,-9,-9,1,1,64,0,0,0,2,2,-9,0,3,0,0,0,8,0,-118.29364,0,3,2,2019,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,51,48,51,46,7,1,1,1,1,4,2,2,1,674,126368.4,0,0,0,945.52307
9153,11303,20384,20385,-9,-9,1,0,81,0,0,0,2,2,-9,0,3,0,7.4314551,7.5261025,59,1,31.533802,0,3,3,2019,12,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1.621757,7.4098649,55.59,29.52,59.69,38.61,5,1,1,0,0,0,1,4,1,570,906893,552728.56,233257.78,0,3133.9199
9153,11303,20385,20384,-9,-9,1,1,80,0,0,0,1,1,-9,0,3,0,8.1614256,7.656776,59,-1,54.019901,0,3,3,2019,9,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7.5533643,8.1330452,59.69,38.61,55.59,29.52,8.333333333333334,1,1,0,0,4,1,4,1,570,906893,552728.56,233257.78,0,3133.9199
9154,11304,20386,-9,-9,-9,1,0,70,0,0,0,2,2,-9,0,5,0,7.6008792,7.5012121,0,0,-856.53717,0,3,3,2019,7,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.4095211,7.6520429,57.06,57.76,-9,-9,8.333333333333334,1,1,0,0,0,11,3,1,226,627993.44,277951.91,63856.715,0,1557.7622
9155,11305,20387,-9,-9,-9,1,1,77,0,0,0,3,3,-9,0,2,0,6.1218672,6.5138307,0,0,-1054.7095,0,2,-9,2019,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.1917977,55.35,43.87,-9,-9,8.333333333333334,1,1,0,0,0,7,2,1,466,924444.38,101141.63,501494.69,0,1426.2941
9156,11306,20388,-9,-9,-9,1,1,54,0,0,0,2,2,-9,0,5,0,0,0,0,0,-1012.9416,0,2,1,2019,6,0,0,70,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8.4839354,0,60.02,56.42,-9,-9,10,1,1,0,0,8,12,1,0,164,0,0,0,0,1240.4604
9157,11307,20389,20390,-9,-9,1,1,60,0,0,0,1,1,-9,0,4,8.6794825,9.3714676,8.1244955,7,12,-27.348427,0,-9,-9,2019,8,0,18,18,1,0,0,54.741764,54.741764,0,0,0,0,0,0,0,1,1,0,8.5463715,8.334938,54,53,54.2,57.49,8,4,1,0,0,1,12,5,1,278.5,1052196.9,947151.25,131312.19,0,6550.126
9157,11307,20390,20389,-9,-9,1,0,48,0,0,0,2,2,-9,1,4,6.7101154,6.6539235,0,7,-12,26.651367,0,2,2,2019,7,0,12,16,1,0,0,7.507534,7.507534,0,0,0,0,0,0,27,1,1,0,0,0,54.2,57.49,54,53,8.333333333333334,1,1,0,0,8,12,5,1,278.5,1052196.9,947151.25,131312.19,0,6550.126
9158,11308,20391,-9,-9,-9,1,0,25,0,0,0,2,2,-9,0,3,8.3537426,7.7986369,0,0,0,-992.01483,-9,-9,-9,2019,7,0,55,0,1,0,0,7.5002756,7.5002756,1,0,0,0,0,0,0,0,0,0,0,0,40.69,59.62,-9,-9,8.333333333333334,1,1,0,0,6,9,4,0,332,-73534.477,-31594.941,0,0,1639.9437
9159,11309,20392,20394,-9,-9,1,0,28,0,1,0,2,2,-9,0,5,6.2370057,6.0515161,0,5,0,-52.720528,0,2,-9,2019,15,6,4,20,1,6,0,12.579917,12.579917,1,0,0,0,0,0,2,1,1,0,0,0,43.19,54.92,57.33,53.46,8.333333333333334,3,4,0,1,6,8,3,0,924.66669,103307.27,38449.328,0,0,2037.3326
9159,11309,20393,-9,20392,20394,1,0,8,0,1,1,3,0,-9,0,4,0,0,0,0,0,-1001.2265,-9,2,2,2019,12,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,44,60,-9,-9,7,3,4,-9,0,0,8,3,0,924.66669,103307.27,38449.328,0,0,2037.3326
9159,11309,20394,20392,-9,-9,1,1,37,0,1,0,2,2,-9,0,3,8.1768284,7.9280934,0,5,9,25.715719,0,-9,-9,2019,7,0,52,50,1,0,0,6.6849728,6.6849728,1,0,0,0,0,0,0,1,1,0,0,0,57.33,53.46,43.19,54.92,5,3,4,0,0,2,8,3,0,924.66669,103307.27,38449.328,0,0,2037.3326
9160,11310,20395,-9,-9,-9,1,1,35,0,0,0,2,2,-9,0,4,8.4119167,8.4170198,0,0,0,-1014.8063,-9,2,2,2019,8,0,84,0,1,0,0,5.7151036,5.7151036,1,1,0,0,0,0,0,0,0,0,0,0,44.62,57.73,-9,-9,8.333333333333334,1,1,0,0,7,4,4,1,263,136573.56,80457.18,0,0,1280.5917
9161,11311,20396,20399,-9,-9,1,1,45,1,2,0,2,2,-9,0,4,9.7493505,9.6201525,0,18,4,-4.5944123,0,2,2,2019,11,0,50,51,1,0,0,33.990761,33.990761,2,0,0,0,0,0,0,1,1,0,3.1483645,0,48.79,47.69,57.16,56.15,8.333333333333334,1,1,0,0,8,9,5,0,790,178658.58,45758.234,336227.34,193269.73,5533.083
9161,11311,20397,-9,20399,20396,1,1,9,1,2,1,3,0,-9,0,4,0,0,0,0,0,-938.80493,-9,2,2,2019,11,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,47,60,-9,-9,7,1,1,-9,0,0,9,5,0,790,178658.58,45758.234,336227.34,193269.73,5533.083
9161,11311,20398,-9,20399,20396,1,1,1,1,2,1,3,0,-9,0,4,0,0,0,0,0,-1017.4594,-9,2,2,2019,11,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,46,61,-9,-9,7,1,1,-9,0,0,9,5,0,790,178658.58,45758.234,336227.34,193269.73,5533.083
9161,11311,20399,20396,-9,-9,1,0,41,1,2,0,2,2,-9,0,4,0,0,0,18,-4,39.104652,0,2,2,2019,6,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,57.16,56.15,48.79,47.69,10,1,1,0,0,7,9,5,0,790,178658.58,45758.234,336227.34,193269.73,5533.083
9162,11312,20400,-9,-9,-9,1,1,49,0,0,0,2,2,-9,0,4,8.7557316,8.7913361,0,0,0,-910.99121,0,1,1,2019,15,3,40,42,1,3,0,16.386171,16.386171,0,1,0,0,0,0,0,0,0,0,2.3376851,0,36.37,60.23,-9,-9,5,1,1,0,0,10,8,5,1,754,-35190.836,14840.341,0,0,2045.2997
9163,11313,20401,20402,-9,-9,1,0,73,0,0,0,2,2,-9,0,3,0,0,0,51,-2,-103.68254,0,3,2,2019,12,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3.7792943,0,48.93,39.82,59.31,49.81,8.333333333333334,1,1,0,0,0,4,2,1,1160,856589.88,418861.06,265170.78,0,1022.7351
9163,11313,20402,20401,-9,-9,1,1,75,0,0,0,1,1,-9,0,3,0,7.5572267,7.2451391,51,2,146.2928,0,3,2,2019,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.6461849,6.9007673,59.31,49.81,48.93,39.82,8.333333333333334,4,5,0,0,0,4,2,1,1160,856589.88,418861.06,265170.78,0,1022.7351
9164,11314,20403,20406,-9,-9,1,1,41,0,2,0,2,2,-9,0,1,8.4585924,8.158123,0,5,-1,-30.724228,0,2,2,2019,12,2,38,40,1,2,0,12.873249,12.873249,1,0,0,0,0,0,0,1,1,0,0,0,48.12,18.77,21.37,22.93,8.333333333333334,1,1,0,0,8,13,3,1,538.25,313574.63,128976.96,181510.34,33338.977,2895.3374
9164,11314,20404,-9,20406,20403,1,0,15,0,2,1,3,0,-9,0,4,0,0,0,0,0,-982.93884,-9,3,2,2019,12,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,46,58,-9,-9,7,1,1,-9,0,0,13,3,1,538.25,313574.63,128976.96,181510.34,33338.977,2895.3374
9164,11314,20405,-9,20406,20403,1,0,11,0,2,1,3,0,-9,0,2,0,0,0,0,0,-960.58484,-9,3,2,2019,16,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,38,44,-9,-9,5,1,1,-9,0,0,13,3,1,538.25,313574.63,128976.96,181510.34,33338.977,2895.3374
9164,11314,20406,20403,-9,-9,1,0,42,0,2,0,3,3,-9,0,1,6.9049335,7.1526418,0,5,1,-161.02353,0,2,2,2019,33,11,16,16,1,11,0,7.9252324,7.9252324,1,0,0,0,0,0,0,1,1,0,0,0,21.37,22.93,48.12,18.77,5,1,1,0,0,8,13,3,1,538.25,313574.63,128976.96,181510.34,33338.977,2895.3374
9165,11315,20407,20408,-9,-9,1,1,27,0,0,0,2,2,-9,0,4,7.9693885,7.8659739,0,3,1,-7.0773325,0,-9,-9,2019,10,0,40,38,1,1,0,9.1214952,9.1214952,2,0,0,0,0,0,0,0,0,0,2.5429063,0,49,58,44.02,60.7,7,4,1,0,0,1,2,5,1,736,151952.89,9448.3955,183484.84,122320.47,2988.9727
9165,11315,20408,20407,-9,-9,1,0,26,0,0,0,1,1,-9,0,4,8.6866484,8.8125124,0,3,-1,-88.989403,0,3,2,2019,11,0,50,48,1,0,0,10.42223,10.42223,2,0,0,0,0,0,0,0,0,0,0,0,44.02,60.7,49,58,8.333333333333334,1,1,0,0,7,2,5,1,736,151952.89,9448.3955,183484.84,122320.47,2988.9727
9166,11316,20409,-9,20410,-9,1,0,5,0,4,1,3,0,-9,0,4,0,0,0,0,0,-1100.2631,-9,2,-9,2019,13,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,61,-9,-9,7,1,1,-9,0,0,5,3,0,990.66669,87858.422,68640.555,0,0,1484.3994
